full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Jhon Cley Jesus Silva,24,Professional League,2015/2016,Midfielder,Al Quadisiya,557,287,270,Brazil,7,4,3,0,0,0,0,0,0,0,0,1,0,1,7,5,2,1,0,0,0,0,0,0,0,1.13,80,80,557,0,0.16,211,200,-1,15
Diego Maurício Machado de Brito,27,Professional League,2015/2016,Forward,Al Quadisiya,394,268,126,Brazil,5,3,2,0,0,0,1,1,0,0,0,0,0,0,6,5,1,2,0,0.23,0.23,0,0,0,0,1.37,66,79,197,394,0.46,198,41,-1,14
Faisal Al Khara,24,Professional League,2015/2016,Defender,Al Ittihad,1215,630,585,Saudi Arabia,15,7,8,0,0,0,1,0,1,0,0,4,2,2,21,12,9,3,0,0.07,0.07,0,0,0,0,1.56,58,81,405,1215,0.22,183,118,97,16
Ahmed Ibrahim Ateef,35,Professional League,2015/2016,Midfielder,Al Shabab,284,90,194,Saudi Arabia,4,1,3,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0.32,284,71,0,0,0,165,201,-1,14
Waleed Abdullah Ali,32,Professional League,2015/2016,Goalkeeper,Al Shabab,410,180,230,Saudi Arabia,5,2,2,0,0,0,0,0,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,0,1.98,46,82,0,0,0,166,202,116,13
Abdullah Ibrahim Al Maiouf,31,Professional League,2015/2016,Goalkeeper,Al Ahli,360,180,180,Saudi Arabia,4,2,2,0,0,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,1.25,72,90,0,0,0,167,155,71,22
Abdullah Moutlaq Al Enazi,28,Professional League,2015/2016,Goalkeeper,Al Nassr,753,303,450,Saudi Arabia,9,3,5,0,0,0,0,0,0,0,0,2,1,1,15,3,12,0,0,0,0,0,0,0,0,1.79,50,84,0,0,0,168,193,111,17
Hussein Omar Abdul Ghani Sulaimani,41,Professional League,2015/2016,Defender,Al Nassr,1620,810,810,Saudi Arabia,18,9,9,0,0,0,1,0,1,0,0,5,2,3,26,11,15,8,0,0.06,0.06,0,0,0,0,1.44,62,90,203,1620,0.44,180,125,89,16
Hassan Al Raheb,35,Professional League,2015/2016,Forward,Al Nassr,713,309,404,Saudi Arabia,17,3,3,4,3,1,2,1,1,0,0,4,1,3,15,4,11,2,0,0.76,0.25,0.5,0.87,0.22,178,1.89,48,42,357,357,0.25,18,34,-1,5
Abdullah Haif Al Shammari,25,Professional League,2015/2016,Defender,Al Taawon,290,109,181,Saudi Arabia,7,1,2,0,0,0,1,1,0,0,0,1,1,0,2,1,1,0,0,0.31,0.31,0,0,0,0,0.62,145,41,0,290,0,179,21,6,12
Abdullah Dawsh,30,Professional League,2015/2016,Defender,Al Quadisiya,82,82,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.1,82,82,82,0,1.1,-1,-1,-1,13
Kamil Zayatte,33,Professional League,2015/2016,Defender,Al Raed,469,109,360,Guinea,6,2,4,0,0,0,0,0,0,0,0,1,1,0,9,3,6,0,0,0,0,0,0,0,0,1.73,52,78,0,0,0,176,180,108,15
Abdulrahman Al Shammari,29,Professional League,2015/2016,Defender,Al Nassr,90,90,0,Saudi Arabia,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,90,45,90,0,1,-1,-1,-1,15
Bader Mansoor Al Sulaiteen,28,Professional League,2015/2016,Midfielder,Al Shabab,717,348,369,Saudi Arabia,12,4,4,2,2,0,0,0,0,0,0,3,1,2,12,4,8,2,0,0.25,0,0.25,0.52,0,359,1.51,60,60,359,0,0.25,61,168,-1,6
Majed Aseri,27,Professional League,2015/2016,Defender,Al Raed,127,108,19,Saudi Arabia,4,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.71,127,32,0,0,0,-1,-1,-1,14
Abdulsalam Al Shereaf,29,Professional League,2015/2016,Defender,Al Raed,269,169,100,Saudi Arabia,5,1,1,0,0,0,0,0,0,0,0,2,2,0,3,0,3,0,0,0,0,0,0,0,0,1,90,54,0,0,0,-1,-1,-1,18
Salem Mohammed Al Dawsari,27,Professional League,2015/2016,Midfielder,Al Hilal,1093,602,491,Saudi Arabia,14,7,5,3,1,2,2,2,0,0,0,8,4,4,7,3,4,0,0,0.41,0.16,0.25,0.15,0.37,364,0.58,156,78,0,547,0,58,63,-1,6
Nasser Ali Al Shamrani,34,Professional League,2015/2016,Forward,Al Hilal,624,352,272,Saudi Arabia,15,3,2,4,4,0,1,1,0,0,0,8,4,4,5,3,2,1,0,0.72,0.14,0.58,1.02,0,156,0.72,125,42,624,624,0.14,13,72,-1,5
Abdulkarim Ayidh Al Qahtani,25,Professional League,2015/2016,Midfielder,Al Hilal,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,18
Fawaz Al Sagourq,22,Professional League,2015/2016,Midfielder,Najran,141,0,141,Saudi Arabia,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.28,71,47,0,0,0,-1,-1,-1,17
Abdul Wahab Jafar,25,Professional League,2015/2016,Midfielder,Al Shabab,382,179,203,Saudi Arabia,11,1,2,0,0,0,3,2,1,0,0,1,0,1,3,1,2,0,0,0.71,0.71,0,0,0,0,0.71,127,35,0,127,0,169,1,-1,12
Abdullah Dawshi,25,Professional League,2015/2016,Midfielder,Al Fateh,118,90,28,Saudi Arabia,7,1,0,0,0,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,3.05,30,17,0,0,0,-1,-1,-1,11
Abdulaziz Alquseer,24,Professional League,2015/2016,Forward,Al Raed,209,90,119,Saudi Arabia,5,1,0,0,0,0,0,0,0,0,0,2,2,0,3,0,3,2,0,0,0,0,0,0,0,1.29,70,42,105,0,0.86,-1,-1,-1,16
Yasser Saeed Al Qahtani,36,Professional League,2015/2016,Forward,Al Hilal,313,235,78,Saudi Arabia,12,2,0,6,5,1,1,1,0,1,0,6,3,3,1,1,0,1,0,2.01,0.29,1.73,1.91,1.15,52,0.29,313,26,313,313,0.29,1,25,-1,3
Ali Faraj Al Zubaidi,25,Professional League,2015/2016,Defender,Al Ahli,874,514,360,Saudi Arabia,10,6,4,1,0,1,1,1,0,0,0,3,1,2,10,7,3,0,0,0.21,0.1,0.1,0,0.25,874,1.03,87,87,0,874,0,115,99,34,10
Motaz Tombakti,24,Professional League,2015/2016,Midfielder,Al Wahda,548,322,226,Saudi Arabia,7,4,3,0,0,0,0,0,0,0,0,2,2,0,9,2,7,1,0,0,0,0,0,0,0,1.48,61,78,548,0,0.16,177,179,-1,23
Saleh Mohammed Al Jamaan,25,Professional League,2015/2016,Forward,Al Ahli,195,105,90,Saudi Arabia,7,0,1,0,0,0,0,0,0,0,0,2,2,0,3,1,2,0,0,0,0,0,0,0,0,1.38,65,28,0,0,0,-1,-1,-1,23
Alaa Hejji,22,Professional League,2015/2016,Midfielder,Al Khaleej,329,173,156,Saudi Arabia,9,2,2,0,0,0,1,0,1,0,0,3,1,2,4,3,1,0,0,0.27,0.27,0,0,0,0,1.09,82,37,0,329,0,174,31,-1,16
Ahmed Al Nazera,25,Professional League,2015/2016,Midfielder,Al Ittihad,466,279,187,Saudi Arabia,10,3,1,1,0,1,0,0,0,0,0,4,2,2,7,6,1,1,0,0.19,0,0.19,0,0.48,466,1.35,67,47,466,0,0.19,74,158,-1,9
Gosay Saad Al Shelali,24,Professional League,2015/2016,Forward,Al Ittihad,569,323,246,Saudi Arabia,9,5,3,0,0,0,0,0,0,0,0,1,1,0,9,4,5,4,1,0,0,0,0,0,0,1.42,63,63,142,0,0.63,196,159,-1,14
Fahad Salem Al Doseri,28,Professional League,2015/2016,Forward,Al Quadisiya,180,65,115,Saudi Arabia,4,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,90,45,180,0,0.5,-1,-1,-1,12
Abdulmuhsen Fallatah,24,Professional League,2015/2016,Defender,Al Wahda,1620,900,720,Saudi Arabia,18,10,8,0,0,0,0,0,0,0,0,7,4,3,19,9,10,2,0,0,0,0,0,0,0,1.06,85,90,810,0,0.11,194,160,40,12
Mansour Althaqfi Al Harbi,31,Professional League,2015/2016,Defender,Al Ahli,720,450,270,Saudi Arabia,8,5,3,2,2,0,1,1,0,0,0,2,0,2,9,8,1,0,0,0.38,0.13,0.25,0.4,0,360,1.13,80,90,0,720,0,59,75,52,6
Nasser Alojail,21,Professional League,2015/2016,Midfielder,Hajer,192,160,32,Saudi Arabia,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,2.81,32,38,192,0,0.47,-1,-1,-1,14
Abdullah Ibrahim Otayf,26,Professional League,2015/2016,Midfielder,Al Hilal,710,364,346,Saudi Arabia,12,6,4,0,0,0,0,0,0,0,0,6,3,3,3,2,1,1,0,0,0,0,0,0,0,0.38,237,59,710,0,0.13,191,161,-1,19
Ziyad Al Sahafi,24,Professional League,2015/2016,Defender,Al Ittihad,1123,598,525,Saudi Arabia,14,7,6,1,0,1,0,0,0,0,0,5,2,3,12,6,6,3,0,0.08,0,0.08,0,0.17,1123,0.96,94,80,374,0,0.24,125,162,26,12
Ahmed Mohammed Al Fraidi,30,Professional League,2015/2016,Midfielder,Al Nassr,431,321,110,Saudi Arabia,10,4,1,1,1,0,1,1,0,0,0,1,1,0,12,8,4,1,0,0.42,0.21,0.21,0.28,0,431,2.51,36,43,431,431,0.21,67,47,-1,13
Abdullah Alsubaey,24,Professional League,2015/2016,Midfielder,Al Shabab,180,180,0,Saudi Arabia,4,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.5,180,45,180,0,0.5,-1,-1,-1,11
Abdullah Al Araaf,23,Professional League,2015/2016,Goalkeeper,Al Wahda,900,540,360,Saudi Arabia,10,6,4,0,0,0,0,0,0,0,0,3,2,1,11,8,3,0,0,0,0,0,0,0,0,1.1,82,90,0,0,0,210,163,47,13
Ahmad Saad,33,Professional League,2015/2016,Midfielder,Al Wahda,612,432,180,Saudi Arabia,7,5,2,0,0,0,0,0,0,0,0,3,2,1,7,6,1,1,0,0,0,0,0,0,0,1.03,87,87,612,0,0.15,187,164,-1,14
Ibrahim Mohammed Ghaleb Jahshan,28,Professional League,2015/2016,Midfielder,Al Nassr,620,368,252,Saudi Arabia,8,4,3,1,1,0,0,0,0,0,0,2,1,1,8,3,5,3,0,0.15,0,0.15,0.24,0,620,1.16,78,78,207,0,0.44,93,165,-1,9
Adama François Sene,28,Professional League,2015/2016,Defender,Hajer,1080,540,540,Senegal,12,6,6,0,0,0,0,0,0,0,0,2,1,1,24,10,14,2,0,0,0,0,0,0,0,2,45,90,540,0,0.17,190,166,117,15
Bruno Da Silva Lopes,32,Professional League,2015/2016,Midfielder,Hajer,847,525,322,Brazil,12,6,3,2,2,0,1,0,1,1,1,2,1,1,14,8,6,1,0,0.32,0.11,0.21,0.34,0,424,1.49,61,71,847,847,0.11,66,90,-1,3
Zakaria Sami Al Sudani,26,Professional League,2015/2016,Midfielder,Hajer,617,327,290,Saudi Arabia,9,4,4,0,0,0,0,0,0,0,0,2,1,1,7,3,4,2,0,0,0,0,0,0,0,1.02,88,69,309,0,0.29,192,157,-1,16
Ashraf Nu'man Al Fawaghra,32,Professional League,2015/2016,Forward,Hajer,963,513,450,Palestine,12,6,5,2,0,2,0,0,0,0,0,2,1,1,18,8,10,0,0,0.19,0,0.19,0,0.4,482,1.68,54,80,0,0,0,77,167,-1,2
Marcos Gabriel do Nascimento,28,Professional League,2015/2016,Midfielder,Al Nassr,424,238,186,Brazil,7,3,2,2,1,1,0,0,0,0,0,2,1,1,6,2,4,2,0,0.42,0,0.42,0.38,0.48,212,1.27,71,61,212,0,0.42,24,169,-1,8
Muteb Al-Mutlaq,20,Professional League,2015/2016,Defender,Al Nassr,180,90,90,Saudi Arabia,2,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0.5,0.5,0,0,0,0,0.5,180,90,0,180,0,-1,-1,-1,30
Hatim Belal,24,Professional League,2015/2016,Defender,Al Wahda,724,307,417,Saudi Arabia,10,3,5,1,0,1,0,0,0,0,0,2,1,1,10,6,4,6,0,0.12,0,0.12,0,0.22,724,1.24,72,72,121,0,0.75,103,170,68,10
Ernest Webnje N'For,32,Professional League,2015/2016,Forward,Al Wahda,705,435,270,Cameroon,8,5,3,3,2,1,0,0,0,0,0,2,1,1,8,6,2,4,1,0.38,0,0.38,0.41,0.33,235,1.02,88,88,176,0,0.51,29,171,-1,3
Ali Al Zaqan,27,Professional League,2015/2016,Forward,Al Wahda,813,366,447,Saudi Arabia,11,5,6,0,0,0,4,0,4,0,0,2,1,1,12,7,5,3,0,0.44,0.44,0,0,0,0,1.33,68,74,271,203,0.33,202,8,-1,16
Anderson Pereira de Oliveira,29,Professional League,2015/2016,Forward,Al Wahda,180,73,107,Brazil,6,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,30,0,0,0,-1,-1,-1,18
Mansour Al-Najar,23,Professional League,2015/2016,Midfielder,Al Wahda,552,270,282,Saudi Arabia,7,3,3,0,0,0,1,1,0,0,0,2,1,1,4,2,2,1,0,0.16,0.16,0,0,0,0,0.65,138,79,552,552,0.16,209,65,-1,19
Marcos Piñeiro Pizzelli,34,Professional League,2015/2016,Midfielder,Al Raed,1116,576,540,Armenia,13,6,6,4,1,3,6,4,2,2,1,1,1,0,21,8,13,3,0,0.81,0.48,0.32,0.16,0.5,279,1.69,53,86,372,186,0.24,40,6,-1,3
Ismaël Bangoura,33,Professional League,2015/2016,Forward,Al Raed,1004,514,490,Guinea,13,6,6,7,4,3,0,0,0,0,0,1,1,0,21,8,13,0,0,0.63,0,0.63,0.7,0.55,143,1.88,48,77,0,0,0,11,172,-1,2
Boubacar Djeidy Kébé,31,Professional League,2015/2016,Forward,Al Raed,304,218,86,Burkina Faso,7,3,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0.3,0,0.3,0.41,0,304,0.59,152,43,304,0,0.3,48,173,-1,9
Fernando Camilo Farias,32,Professional League,2015/2016,Midfielder,Al Shabab,651,373,278,Brazil,9,5,4,0,0,0,0,0,0,0,0,2,1,1,12,5,7,0,0,0,0,0,0,0,0,1.66,54,72,0,0,0,162,174,-1,16
Mohamed Benyettou,29,Professional League,2015/2016,Forward,Al Shabab,1170,540,630,Algeria,13,6,7,6,3,3,1,0,1,0,0,3,1,2,16,6,10,0,0,0.54,0.08,0.46,0.5,0.43,195,1.23,73,90,0,1170,0,21,112,-1,1
Antonio Adriano Antunes de Paula,31,Professional League,2015/2016,Forward,Al Faisaly,1040,604,436,Brazil,12,7,5,3,3,0,1,1,0,0,0,4,2,2,15,10,5,4,0,0.35,0.09,0.26,0.45,0,347,1.3,69,87,260,1040,0.35,55,109,-1,3
Vitor Silva Assis de Oliveira,32,Professional League,2015/2016,Midfielder,Al Quadisiya,862,359,503,Brazil,12,4,7,1,1,0,0,0,0,0,0,4,1,3,9,4,5,1,0,0.1,0,0.1,0.25,0,862,0.94,96,72,862,0,0.1,117,175,-1,6
Gilberto Macena,34,Professional League,2015/2016,Forward,Al Quadisiya,886,445,441,Brazil,12,6,6,2,1,1,1,1,0,0,0,5,2,3,9,5,4,2,1,0.3,0.1,0.2,0.2,0.2,443,0.91,98,74,295,886,0.3,70,95,-1,4
Jandson Dos Santos,32,Professional League,2015/2016,Forward,Al Quadisiya,668,245,423,Brazil,9,2,5,5,1,4,0,0,0,0,0,3,1,2,8,3,5,3,0,0.67,0,0.67,0.37,0.85,134,1.08,84,74,223,0,0.4,9,176,-1,2
Marco Antônio De Mattos Filho,32,Professional League,2015/2016,Forward,Al Ahli,645,281,364,Brazil,13,3,4,1,0,1,2,1,1,0,0,3,0,3,9,5,4,0,0,0.42,0.28,0.14,0,0.25,645,1.26,72,50,0,323,0,96,29,-1,9
Juan Manuel Falcón Jiménez,29,Professional League,2015/2016,Forward,Al Fateh,629,246,383,Venezuela,11,2,5,2,1,1,1,0,1,0,0,3,2,1,5,1,4,3,0,0.43,0.14,0.29,0.37,0.23,315,0.72,126,57,210,629,0.43,49,73,-1,4
Abdoulaye Koffi,26,Professional League,2015/2016,Forward,Al Khaleej,515,223,292,Côte d'Ivoire,11,2,3,1,1,0,0,0,0,0,0,1,0,1,8,3,5,1,0,0.17,0,0.17,0.4,0,515,1.4,64,47,515,0,0.17,83,177,-1,7
Adriano Alves dos Santos,33,Professional League,2015/2016,Defender,Najran,1170,540,630,Brazil,13,6,7,3,2,1,1,0,1,0,0,0,0,0,27,14,13,2,0,0.31,0.08,0.23,0.33,0.14,390,2.08,43,90,585,1170,0.15,62,114,122,5
Motaz Sidiq Al Musa,31,Professional League,2015/2016,Midfielder,Najran,1059,442,617,Saudi Arabia,13,6,7,1,1,0,0,0,0,0,0,0,0,0,24,11,13,2,0,0.08,0,0.08,0.2,0,1059,2.04,44,81,530,0,0.17,129,178,-1,10
Eric De Oliveira Pereira,32,Professional League,2015/2016,Midfielder,Najran,999,432,567,Brazil,12,5,7,4,4,0,7,5,2,2,0,0,0,0,21,10,11,4,0,0.99,0.63,0.36,0.83,0,250,1.89,48,83,250,143,0.36,33,3,-1,3
Mohsen Al Eisa,32,Professional League,2015/2016,Midfielder,Najran,461,183,278,Saudi Arabia,10,2,4,0,0,0,1,1,0,0,0,0,0,0,9,5,4,3,1,0.2,0.2,0,0,0,0,1.76,51,46,115,461,0.78,172,50,-1,15
Bismark de Araújo Ferreira,25,Professional League,2015/2016,Forward,Najran,1124,540,584,Brazil,13,6,6,7,2,5,3,0,3,0,0,0,0,0,26,14,12,2,0,0.8,0.24,0.56,0.33,0.77,161,2.08,43,86,562,375,0.16,14,39,-1,1
Welliton De Moraes Coimbra,33,Professional League,2015/2016,Forward,Najran,1001,457,544,Brazil,13,5,6,5,2,3,5,3,2,0,0,0,0,0,25,13,12,1,0,0.9,0.45,0.45,0.39,0.5,200,2.25,40,77,1001,200,0.09,22,7,-1,2
Azzan Mqbol,34,Professional League,2015/2016,Defender,Najran,66,0,66,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.36,66,33,0,0,0,-1,-1,-1,30
Zamil Al Sulim,29,Professional League,2015/2016,Forward,Al Wahda,115,0,115,Saudi Arabia,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.78,115,38,0,0,0,-1,-1,-1,20
Rayan Al Bogami,26,Professional League,2015/2016,Midfielder,Al Wahda,140,90,50,Saudi Arabia,3,1,0,0,0,0,1,0,1,0,0,1,0,1,3,2,1,1,0,0.64,0.64,0,0,0,0,1.93,47,47,140,140,0.64,-1,-1,-1,21
Mohammed Sharifi,39,Professional League,2015/2016,Goalkeeper,Al Wahda,360,180,180,Saudi Arabia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,312,312,28,22
Basem Al Muntasheri,28,Professional League,2015/2016,Defender,Al Ittihad,217,90,127,Saudi Arabia,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,0,0,0,0,0,0,0,2.9,31,72,217,0,0.41,-1,-1,-1,15
Yahya Kharmi,20,Professional League,2015/2016,Midfielder,Al Ittihad,115,25,90,Saudi Arabia,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,3.13,29,38,0,0,0,-1,-1,-1,27
Abdullah Al Saman,24,Professional League,2015/2016,Midfielder,Al Taawon,61,61,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.48,61,61,0,0,0,-1,-1,-1,21
Mohammed Al Mutawa,24,Professional League,2015/2016,Midfielder,Al Khaleej,59,0,59,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.53,59,59,0,0,0,-1,-1,-1,24
Mohamed Alotaibi,25,Professional League,2015/2016,Midfielder,Al Wahda,82,0,82,Saudi Arabia,3,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1.1,0,1.1,0,1.1,82,1.1,82,27,82,0,1.1,-1,-1,-1,7
Fahad Ghazi Zahim,24,Professional League,2015/2016,Defender,Al Hilal,116,116,0,Saudi Arabia,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,116,0,0.78,-1,-1,-1,27
Omar Salman Al Suhaymi,25,Professional League,2015/2016,Midfielder,Al Faisaly,53,0,53,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,-1,-1,-1,28
Sultan Al-Johani,26,Professional League,2015/2016,Defender,Al Wahda,90,0,90,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,39
Saleh Al Saeed,24,Professional League,2015/2016,Midfielder,Hajer,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,31
