full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Mohammed Qassem Al Nakhli,23,Professional League,2015/2016,Defender,Al Ittihad,942,540,402,Saudi Arabia,12,6,4,0,0,0,0,0,0,0,0,2,1,1,14,9,5,1,0,0,0,0,0,0,0,1.34,67,79,942,0,0.1,214,224,78,21
Ahmad Hassan Hassan Asiri,26,Professional League,2015/2016,Defender,Al Ittihad,1801,810,991,Saudi Arabia,21,9,11,1,1,0,0,0,0,0,0,7,3,4,22,8,14,6,0,0.05,0,0.05,0.11,0,1801,1.1,82,86,300,0,0.3,151,225,46,11
Faiz Hussain Al Sobea,36,Professional League,2015/2016,Goalkeeper,Al Taawon,1980,1080,900,Saudi Arabia,22,12,10,0,0,0,0,0,0,0,0,5,5,0,27,12,15,3,0,0,0,0,0,0,0,1.23,73,90,660,0,0.14,224,226,65,15
Adnan Ibrahem Falatah,35,Professional League,2015/2016,Defender,Al Taawon,1897,1061,836,Saudi Arabia,22,12,10,4,4,0,2,2,0,0,0,6,5,1,26,12,14,9,0,0.28,0.09,0.19,0.34,0,474,1.23,73,86,211,949,0.43,75,108,66,5
Mahmoud Moad,34,Professional League,2015/2016,Defender,Al Taawon,1609,888,721,Saudi Arabia,19,10,9,0,0,0,1,1,0,0,0,5,5,0,22,9,13,8,2,0.06,0.06,0,0,0,0,1.23,73,85,179,1609,0.5,226,123,67,20
Ricardo Jorge Tavares Machado,30,Professional League,2015/2016,Defender,Al Taawon,2340,1170,1170,Portugal,26,13,13,2,0,2,0,0,0,0,0,6,5,1,31,13,18,2,0,0.08,0,0.08,0,0.15,1170,1.19,75,90,1170,0,0.08,126,227,61,8
Talal Alabsi,25,Professional League,2015/2016,Defender,Al Taawon,2157,1077,1080,Saudi Arabia,24,12,12,1,0,1,0,0,0,0,0,6,5,1,28,12,16,1,0,0.04,0,0.04,0,0.08,2157,1.17,77,90,2157,0,0.04,152,228,57,9
Jehad Fadel Al Hussain,36,Professional League,2015/2016,Midfielder,Al Taawon,2277,1126,1151,Syria,26,13,13,4,4,0,10,5,5,0,0,6,5,1,29,13,16,2,0,0.55,0.4,0.16,0.32,0,569,1.15,79,88,1139,228,0.08,90,12,-1,4
Sandro Manoel Dos Santos,30,Professional League,2015/2016,Midfielder,Al Taawon,2189,1080,1109,Brazil,25,12,13,1,1,0,4,2,2,0,1,6,5,1,30,12,18,2,1,0.21,0.16,0.04,0.08,0,2189,1.23,73,88,730,547,0.12,153,64,-1,10
Abdulmajeed Abdullah Al Ruwaili,32,Professional League,2015/2016,Midfielder,Al Taawon,2233,1152,1081,Saudi Arabia,26,13,12,13,8,5,3,3,0,0,0,6,5,1,29,13,16,1,0,0.64,0.12,0.52,0.63,0.42,172,1.17,77,86,2233,744,0.04,16,82,-1,1
Ibrahim Al Talhi,24,Professional League,2015/2016,Midfielder,Al Taawon,27,27,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,19
Ahmed Zain,27,Professional League,2015/2016,Midfielder,Al Taawon,1714,960,754,Saudi Arabia,25,12,8,3,2,1,2,2,0,0,0,6,5,1,19,11,8,2,1,0.26,0.11,0.16,0.19,0.12,571,1,90,69,857,857,0.11,89,86,-1,6
Paul Claudel Alo'o Efoulou,34,Professional League,2015/2016,Forward,Al Taawon,2254,1164,1090,Cameroon,26,13,12,10,7,3,7,4,3,1,1,6,5,1,29,13,16,1,0,0.68,0.28,0.4,0.54,0.25,225,1.16,78,87,2254,322,0.04,27,26,-1,2
Naif Mousa,31,Professional League,2015/2016,Defender,Al Taawon,1290,561,729,Saudi Arabia,22,6,8,5,4,1,1,1,0,0,0,6,5,1,18,6,12,4,0,0.42,0.07,0.35,0.64,0.12,258,1.26,72,59,323,1290,0.28,35,119,73,3
Mohammed Yahya Majrashi,27,Professional League,2015/2016,Forward,Al Taawon,119,22,97,Saudi Arabia,8,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0.76,119,15,119,0,0.76,-1,-1,-1,18
Khaled Asiri Al Zealaiy,31,Professional League,2015/2016,Midfielder,Al Taawon,698,289,409,Saudi Arabia,18,3,5,3,2,1,3,0,3,0,0,4,3,1,14,5,9,1,0,0.77,0.39,0.39,0.62,0.22,233,1.81,50,39,698,233,0.13,28,14,-1,7
Faisal Al Margab,37,Professional League,2015/2016,Goalkeeper,Al Taawon,308,90,218,Saudi Arabia,4,1,3,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,1.17,77,77,0,0,0,227,229,58,17
Kamil Al Mor,35,Professional League,2015/2016,Defender,Al Taawon,691,277,414,Saudi Arabia,11,3,4,0,0,0,0,0,0,0,0,3,2,1,8,4,4,3,0,0,0,0,0,0,0,1.04,86,63,230,0,0.39,228,230,36,16
Abdulrahman Al Barakah,28,Professional League,2015/2016,Midfielder,Al Taawon,262,95,167,Saudi Arabia,10,1,2,0,0,0,0,0,0,0,0,3,3,0,3,1,2,2,1,0,0,0,0,0,0,1.03,87,26,131,0,0.69,-1,-1,-1,11
Abdullah Kano,28,Professional League,2015/2016,Defender,Al Taawon,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,1.5,60,90,90,0,1,-1,-1,-1,14
Yasser Abdullah Al Mosailem,34,Professional League,2015/2016,Goalkeeper,Al Ahli,1980,990,990,Saudi Arabia,22,11,11,0,0,0,0,0,0,0,0,10,3,7,15,11,4,1,0,0,0,0,0,0,0,0.68,132,90,1980,0,0.05,229,258,11,25
Osama Abdulrezag Hawsawi,34,Professional League,2015/2016,Defender,Al Ahli,2063,1080,983,Saudi Arabia,23,12,11,1,0,1,0,0,0,1,0,9,2,7,18,14,4,1,0,0.04,0,0.04,0,0.09,2063,0.79,115,90,2063,0,0.04,158,233,16,13
Mohamed Abdul Shafy Sayed Abouezeid,33,Professional League,2015/2016,Defender,Al Ahli,1216,496,720,Egypt,14,6,8,0,0,0,3,0,3,0,0,7,2,5,8,5,3,1,0,0.22,0.22,0,0,0,0,0.59,152,87,1216,405,0.07,230,44,5,24
Aqeel Baalghyth Al Sahbi,31,Professional League,2015/2016,Defender,Al Ahli,1465,655,810,Saudi Arabia,17,8,9,1,1,0,0,0,0,0,0,8,2,6,11,8,3,4,0,0.06,0,0.06,0.14,0,1465,0.68,133,86,366,0,0.25,137,259,10,14
Motaz Ali Hassan Hawsawi,26,Professional League,2015/2016,Defender,Al Ahli,1863,1053,810,Saudi Arabia,21,12,9,0,0,0,1,1,0,0,0,10,3,7,13,11,2,1,0,0.05,0.05,0,0,0,0,0.63,143,89,1863,1863,0.05,231,128,7,20
Taisir Jabir Al Jassim,34,Professional League,2015/2016,Midfielder,Al Ahli,2233,1170,1063,Saudi Arabia,25,13,12,2,0,2,6,4,2,0,0,11,3,8,18,14,4,3,0,0.32,0.24,0.08,0,0.17,1117,0.73,124,89,744,372,0.12,124,38,-1,7
Nabil Bahoui,27,Professional League,2015/2016,Midfielder,Al Ahli,371,165,206,Sweden,10,2,2,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,232,287,-1,18
Fahad Mohammed Hamad Al Yamani,28,Professional League,2015/2016,Midfielder,Al Ahli,473,222,251,Saudi Arabia,10,2,3,0,0,0,0,0,0,0,0,7,3,4,1,0,1,1,0,0,0,0,0,0,0,0.19,473,47,473,0,0.19,233,289,-1,15
Mustafa Mahdi Al Bassas,25,Professional League,2015/2016,Midfielder,Al Ahli,808,365,443,Saudi Arabia,15,4,5,2,2,0,1,1,0,0,0,8,2,6,2,2,0,2,0,0.33,0.11,0.22,0.49,0,404,0.22,404,54,404,808,0.22,63,85,-1,8
Islam Hassan Seraj,29,Professional League,2015/2016,Forward,Al Ahli,964,442,522,Saudi Arabia,20,5,6,4,2,2,1,0,1,0,0,9,1,8,11,6,5,3,0,0.47,0.09,0.37,0.41,0.34,241,1.03,88,48,321,964,0.28,30,107,-1,4
Omar Jihad Al Somah,28,Professional League,2015/2016,Forward,Al Ahli,1951,990,961,Syria,22,11,11,27,14,13,1,0,1,7,2,8,1,7,19,14,5,0,0,1.29,0.05,1.25,1.27,1.22,72,0.88,103,89,0,1951,0,2,132,-1,1
Ioannis Fetfatzidis,27,Professional League,2015/2016,Midfielder,Al Ahli,1020,540,480,Greece,16,6,5,3,3,0,6,5,1,0,1,6,1,5,10,7,3,1,0,0.79,0.53,0.26,0.5,0,340,0.88,102,64,1020,170,0.09,52,5,-1,5
Salman Al Moasher,30,Professional League,2015/2016,Forward,Al Ahli,1902,1014,888,Saudi Arabia,24,12,10,1,0,1,9,5,4,0,0,10,2,8,16,12,4,5,0,0.47,0.43,0.05,0,0.1,1902,0.76,119,79,380,211,0.24,147,9,-1,12
Mohanad Aseri Abu Radiah,32,Professional League,2015/2016,Forward,Al Ahli,552,323,229,Saudi Arabia,13,3,2,4,2,2,0,0,0,0,0,5,2,3,2,1,1,1,0,0.65,0,0.65,0.56,0.79,138,0.33,276,42,552,0,0.16,10,290,-1,3
Waleed Rashid Bakshween,28,Professional League,2015/2016,Midfielder,Al Ahli,1075,467,608,Saudi Arabia,15,5,8,0,0,0,0,0,0,0,0,5,0,5,12,9,3,7,1,0,0,0,0,0,0,1,90,72,154,0,0.59,234,291,-1,16
Kamil Saddiq Al Mousa,36,Professional League,2015/2016,Defender,Al Ahli,180,0,180,Saudi Arabia,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Hussain Al Mogahwi,30,Professional League,2015/2016,Midfielder,Al Ahli,1699,917,782,Saudi Arabia,23,11,9,5,4,1,3,1,2,0,0,9,3,6,13,10,3,3,0,0.42,0.16,0.26,0.39,0.12,340,0.69,131,74,566,566,0.16,54,62,-1,2
Hussain Abdoh Al Shaian,29,Professional League,2015/2016,Goalkeeper,Al Nassr,1031,597,434,Saudi Arabia,12,7,5,0,0,0,0,0,0,0,0,3,2,1,12,7,5,1,0,0,0,0,0,0,0,1.05,86,86,1031,0,0.09,235,292,38,19
Ibrahim Al Zubaidi,29,Professional League,2015/2016,Defender,Al Nassr,710,401,309,Saudi Arabia,9,5,4,0,0,0,1,1,0,0,0,1,1,0,18,10,8,1,0,0.13,0.13,0,0,0,0,2.28,39,79,710,710,0.13,261,74,125,23
Khaled Ahmed Al Ghamdi,30,Professional League,2015/2016,Defender,Al Nassr,1517,900,617,Saudi Arabia,18,10,8,0,0,0,2,2,0,0,0,6,5,1,23,9,14,6,0,0.12,0.12,0,0,0,0,1.36,66,84,253,759,0.36,238,83,81,29
Omar Ibrahim Omar Othman Hawsawi,33,Professional League,2015/2016,Defender,Al Nassr,1942,977,965,Saudi Arabia,23,11,11,1,0,1,0,0,0,0,0,8,5,3,26,8,18,5,0,0.05,0,0.05,0,0.09,1942,1.2,75,84,388,0,0.23,149,293,62,10
Abdullah Mohammed Madu,25,Professional League,2015/2016,Defender,Al Nassr,316,136,180,Saudi Arabia,5,2,2,0,0,0,0,0,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0.85,105,63,0,0,0,262,294,19,28
Adrian Mierzejewski,31,Professional League,2015/2016,Midfielder,Al Nassr,1488,826,662,Poland,19,9,8,10,4,6,6,1,5,3,0,7,4,3,19,9,10,1,0,0.97,0.36,0.6,0.44,0.82,149,1.15,78,78,1488,248,0.06,12,16,-1,1
Yehya Sulaiman Al Shehri,28,Professional League,2015/2016,Midfielder,Al Nassr,1935,877,1058,Saudi Arabia,25,9,11,1,0,1,4,2,2,0,0,9,5,4,24,8,16,0,0,0.23,0.19,0.05,0,0.09,1935,1.12,81,77,0,484,0,148,54,-1,11
Shaya Ali Sharahli,28,Professional League,2015/2016,Midfielder,Al Nassr,1631,865,766,Saudi Arabia,20,9,9,2,1,1,0,0,0,0,0,7,5,2,24,7,17,5,0,0.11,0,0.11,0.1,0.12,816,1.32,68,82,326,0,0.28,108,295,-1,7
Abdulaziz Al Jebreen,28,Professional League,2015/2016,Midfielder,Al Nassr,1648,816,832,Saudi Arabia,21,9,10,1,1,0,1,0,1,0,0,7,4,3,22,9,13,4,0,0.11,0.05,0.05,0.11,0,1648,1.2,75,78,412,1648,0.22,150,129,-1,12
Rabeaa Sefiani,31,Professional League,2015/2016,Forward,Al Nassr,716,420,296,Saudi Arabia,13,4,4,7,3,4,1,1,0,0,0,4,4,0,6,3,3,0,0,1.01,0.13,0.88,0.64,1.22,102,0.75,119,55,0,716,0,4,77,-1,2
Mohammad Ibrahim Al Sahlawi,31,Professional League,2015/2016,Forward,Al Nassr,1620,874,746,Saudi Arabia,20,9,8,5,1,4,3,2,1,2,0,8,5,3,14,4,10,1,0,0.44,0.17,0.28,0.1,0.48,324,0.78,116,81,1620,540,0.06,50,59,-1,3
Fabián Larry Estoyanoff Poggio,36,Professional League,2015/2016,Midfielder,Al Nassr,108,32,76,Uruguay,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.83,108,54,0,0,0,-1,-1,-1,27
Musab Bandar Al Otaibi,26,Professional League,2015/2016,Midfielder,Al Khaleej,1514,759,755,Saudi Arabia,24,9,9,3,2,1,0,0,0,0,0,7,3,4,23,11,12,1,0,0.18,0,0.18,0.24,0.12,505,1.37,66,63,1514,0,0.06,81,296,-1,3
Mohamed Husain Mohamed Hasan Bahzad,38,Professional League,2015/2016,Defender,Al Nassr,1530,900,630,Bahrain,18,10,7,0,0,0,0,0,0,0,0,7,5,2,20,10,10,3,0,0,0,0,0,0,0,1.18,77,85,510,0,0.18,288,297,60,26
Ayman Ftinei,23,Professional League,2015/2016,Midfielder,Al Nassr,297,43,254,Saudi Arabia,7,0,3,0,0,0,0,0,0,0,0,2,0,2,3,1,2,0,0,0,0,0,0,0,0,0.91,99,42,0,0,0,290,298,-1,25
Jumaan Ibrahim Al Dosari,31,Professional League,2015/2016,Defender,Al Nassr,493,196,297,Saudi Arabia,10,3,3,0,0,0,0,0,0,0,0,4,2,2,7,2,5,0,0,0,0,0,0,0,0,1.28,70,49,0,0,0,291,288,74,24
Mutab Sharahili,25,Professional League,2015/2016,Goalkeeper,Al Nassr,556,270,286,Saudi Arabia,7,3,3,0,0,0,0,0,0,0,0,4,2,2,5,2,3,0,0,0,0,0,0,0,0,0.81,111,79,0,0,0,292,299,17,20
Awdh Khamis Faraj,30,Professional League,2015/2016,Midfielder,Al Nassr,957,447,510,Saudi Arabia,13,6,6,0,0,0,0,0,0,0,0,4,2,2,15,7,8,0,0,0,0,0,0,0,0,1.41,64,74,0,0,0,293,301,-1,22
Mustafa Reda Malayekah,32,Professional League,2015/2016,Goalkeeper,Hajer,1934,944,990,Saudi Arabia,22,10,11,0,0,0,0,0,0,0,0,3,1,2,43,22,21,1,0,0,0,0,0,0,0,2,45,88,1934,0,0.05,294,302,119,11
Nemanja Tubić,34,Professional League,2015/2016,Defender,Hajer,609,249,360,Serbia,7,3,4,0,0,0,0,0,0,0,0,1,0,1,14,7,7,0,0,0,0,0,0,0,0,2.07,44,87,0,0,0,295,303,121,21
Rashed Abdulrahman Al Rahab,34,Professional League,2015/2016,Defender,Hajer,1965,885,1080,Saudi Arabia,22,10,12,0,0,0,1,0,1,0,0,3,1,2,44,19,25,4,0,0.05,0.05,0,0,0,0,2.02,45,89,491,1965,0.18,296,136,120,30
Ammar Al Daheem,25,Professional League,2015/2016,Defender,Hajer,1409,543,866,Saudi Arabia,18,6,10,0,0,0,0,0,0,0,0,3,1,2,31,14,17,4,1,0,0,0,0,0,0,1.98,45,78,352,0,0.26,297,304,115,29
Gualberto Mojica Olmos,34,Professional League,2015/2016,Midfielder,Hajer,467,240,227,Bolivia,7,3,3,0,0,0,1,1,0,0,0,1,0,1,12,8,4,0,0,0.19,0.19,0,0,0,0,2.31,39,67,0,467,0,298,52,-1,28
Salman Saeed Al Hariri,30,Professional League,2015/2016,Midfielder,Hajer,105,34,71,Saudi Arabia,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35,105,0,0.86,-1,-1,-1,27
Saif Salman Hashim Al Mohammadawi,25,Professional League,2015/2016,Midfielder,Hajer,831,354,477,Iraq,10,4,5,0,0,0,1,0,1,0,0,1,0,1,18,9,9,3,0,0.11,0.11,0,0,0,0,1.95,46,83,277,831,0.32,299,92,-1,26
Murad Al Rashidi,27,Professional League,2015/2016,Midfielder,Hajer,571,216,355,Saudi Arabia,11,3,6,0,0,0,0,0,0,0,0,1,0,1,14,8,6,3,0,0,0,0,0,0,0,2.21,41,52,190,0,0.47,289,305,-1,25
Abdularahman Al Hurib,26,Professional League,2015/2016,Midfielder,Hajer,1569,777,792,Saudi Arabia,21,10,9,1,0,1,0,0,0,0,0,3,1,2,32,15,17,4,0,0.06,0,0.06,0,0.11,1569,1.84,49,75,392,0,0.23,134,306,-1,6
Jassim Al Hamdan,32,Professional League,2015/2016,Forward,Hajer,982,562,420,Saudi Arabia,22,5,3,2,2,0,1,0,1,0,0,3,1,2,21,12,9,1,0,0.27,0.09,0.18,0.32,0,491,1.92,47,45,982,982,0.09,79,103,-1,5
Mohammed Al Saiari,25,Professional League,2015/2016,Forward,Hajer,1047,434,613,Saudi Arabia,18,4,7,6,2,4,1,1,0,0,0,3,1,2,23,10,13,6,0,0.6,0.09,0.52,0.41,0.59,175,1.98,46,58,175,1047,0.52,15,101,-1,1
Dragan Ćeran,31,Professional League,2015/2016,Forward,Hajer,918,393,525,Serbia,13,4,5,2,2,0,1,1,0,0,0,1,0,1,22,11,11,1,0,0.29,0.1,0.2,0.46,0,459,2.16,42,71,918,918,0.1,68,98,-1,4
Ahmed Al Nufili,24,Professional League,2015/2016,Defender,Hajer,1557,703,854,Saudi Arabia,19,8,9,0,0,0,0,0,0,0,0,1,0,1,43,20,23,1,0,0,0,0,0,0,0,2.49,36,82,1557,0,0.06,300,307,127,24
Radhi Hassan Al Radhi,26,Professional League,2015/2016,Defender,Hajer,636,403,233,Saudi Arabia,10,5,2,0,0,0,0,0,0,0,0,3,1,2,11,5,6,1,0,0,0,0,0,0,0,1.56,58,64,636,0,0.14,302,308,96,23
Mansour Nammazi,25,Professional League,2015/2016,Defender,Hajer,487,291,196,Saudi Arabia,7,3,2,0,0,0,0,0,0,0,0,0,0,0,16,11,5,2,0,0,0,0,0,0,0,2.96,30,70,244,0,0.37,303,309,128,22
Mohammed Al Omran,24,Professional League,2015/2016,Goalkeeper,Hajer,136,46,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.65,34,68,0,0,0,-1,-1,-1,18
Abdullah Qaisi,28,Professional League,2015/2016,Midfielder,Hajer,648,393,255,Saudi Arabia,13,4,3,0,0,0,1,1,0,0,0,0,0,0,22,15,7,1,0,0.14,0.14,0,0,0,0,3.06,29,50,648,648,0.14,304,69,-1,20
Faisal Al Masrahi,25,Professional League,2015/2016,Goalkeeper,Al Quadisiya,2340,1170,1170,Saudi Arabia,26,13,13,0,0,0,0,0,0,0,0,7,3,4,30,15,15,2,0,0,0,0,0,0,0,1.15,78,90,1170,0,0.08,305,310,56,17
Farid Mellouli,34,Professional League,2015/2016,Defender,Al Quadisiya,900,450,450,Algeria,10,5,5,1,1,0,0,0,0,1,0,2,1,1,12,7,5,5,1,0.1,0,0.1,0.2,0,900,1.2,75,90,150,0,0.6,113,311,63,9
Khalid Magrabi,26,Professional League,2015/2016,Defender,Al Quadisiya,450,360,90,Saudi Arabia,5,4,1,0,0,0,0,0,0,0,0,1,1,0,8,4,4,1,0,0,0,0,0,0,0,1.6,56,90,450,0,0.2,306,300,99,26
Abdulrahman Al Obaid,25,Professional League,2015/2016,Defender,Al Quadisiya,2340,1170,1170,Saudi Arabia,26,13,13,1,0,1,4,1,3,0,0,7,3,4,30,15,15,2,0,0.19,0.15,0.04,0,0.08,2340,1.15,78,90,1170,585,0.08,159,68,55,5
Ali Abdullah Hazzazi,24,Professional League,2015/2016,Defender,Al Quadisiya,1236,716,520,Saudi Arabia,18,9,7,0,0,0,0,0,0,0,0,4,2,2,19,11,8,1,0,0,0,0,0,0,0,1.38,65,69,1236,0,0.07,307,286,82,25
Mohammed Khubrani,25,Professional League,2015/2016,Defender,Al Quadisiya,2160,1170,990,Saudi Arabia,24,13,11,0,0,0,0,0,0,0,0,7,3,4,27,15,12,3,0,0,0,0,0,0,0,1.13,80,90,720,0,0.13,308,273,50,24
Saad Abdulameer Luaibi Al Zirjawi Al Dobjahawe,26,Professional League,2015/2016,Midfielder,Al Quadisiya,2237,1067,1170,Iraq,25,12,13,5,2,3,0,0,0,1,0,7,3,4,28,13,15,6,0,0.2,0,0.2,0.17,0.23,447,1.13,80,89,373,0,0.24,69,205,-1,1
Hassen Jaaferi,27,Professional League,2015/2016,Midfielder,Al Quadisiya,645,343,302,Saudi Arabia,9,4,4,0,0,0,0,0,0,0,0,3,2,1,12,4,8,2,0,0,0,0,0,0,0,1.67,54,72,323,0,0.28,310,285,-1,23
Majed Al Najrani,25,Professional League,2015/2016,Midfielder,Al Quadisiya,1323,635,688,Saudi Arabia,20,6,7,0,0,0,1,0,1,0,0,6,3,3,13,6,7,1,0,0.07,0.07,0,0,0,0,0.88,102,66,1323,1323,0.07,311,117,-1,22
Hector Omar Ramos Lebron,28,Professional League,2015/2016,Forward,Al Quadisiya,170,170,0,Puerto Rico,2,2,0,0,0,0,1,1,0,0,0,1,1,0,2,2,0,0,0,0.53,0.53,0,0,0,0,1.06,85,85,0,170,0,-1,-1,-1,21
Naif Al Balawi,32,Professional League,2015/2016,Forward,Al Quadisiya,289,229,60,Saudi Arabia,7,3,1,1,1,0,1,0,1,0,0,2,2,0,2,2,0,2,0,0.62,0.31,0.31,0.39,0,289,0.62,145,41,145,289,0.62,47,23,-1,7
Hassan Alamiri,24,Professional League,2015/2016,Midfielder,Al Quadisiya,1078,484,594,Saudi Arabia,21,4,6,1,1,0,0,0,0,0,0,6,3,3,13,6,7,2,0,0.08,0,0.08,0.19,0,1078,1.09,83,51,539,0,0.17,131,262,-1,8
Mazen Abu Shararah,27,Professional League,2015/2016,Forward,Al Quadisiya,1039,486,553,Saudi Arabia,20,6,6,3,2,1,2,2,0,1,0,5,2,3,13,4,9,3,0,0.43,0.17,0.26,0.37,0.16,346,1.13,80,52,346,520,0.26,53,61,-1,3
Rubenval Rodrigo Da Rocha,30,Professional League,2015/2016,Midfielder,Al Quadisiya,46,46,0,Brazil,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3.91,23,46,0,0,0,-1,-1,-1,27
Sultan Msarhi,31,Professional League,2015/2016,Defender,Al Quadisiya,90,0,90,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,4,23,90,90,0,1,-1,-1,-1,20
Talal Al Shmaly,41,Professional League,2015/2016,Defender,Al Quadisiya,207,90,117,Saudi Arabia,6,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,1.74,52,35,207,0,0.43,-1,-1,-1,19
Ibrahim Zaied,28,Professional League,2015/2016,Goalkeeper,Al Faisaly,540,180,360,Saudi Arabia,6,2,4,0,0,0,0,0,0,0,0,2,1,1,4,0,4,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,301,263,9,16
Mohammed Abdullah Salem,33,Professional League,2015/2016,Defender,Al Faisaly,2092,1112,980,Saudi Arabia,24,13,11,1,0,1,4,2,2,0,0,6,2,4,30,16,14,5,1,0.22,0.17,0.04,0,0.09,2092,1.29,70,87,349,523,0.26,156,60,76,11
Hadi Yahya Khmakg,28,Professional League,2015/2016,Defender,Al Faisaly,90,0,90,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,27
Sami Bashir,29,Professional League,2015/2016,Defender,Al Faisaly,442,90,352,Saudi Arabia,6,1,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,0,0,0,0,0,0,1.43,63,74,442,0,0.2,287,264,86,26
Fawaz Fallatah,29,Professional League,2015/2016,Defender,Al Faisaly,2153,1163,990,Saudi Arabia,24,13,11,0,0,0,0,0,0,0,0,7,2,5,26,17,9,4,0,0,0,0,0,0,0,1.09,83,90,538,0,0.17,275,265,45,25
Fahad Muqbil Al Rashidi,27,Professional League,2015/2016,Midfielder,Al Faisaly,94,4,90,Saudi Arabia,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.96,94,31,0,0,0,-1,-1,-1,24
Mahmoud Al Mawas,25,Professional League,2015/2016,Midfielder,Al Faisaly,162,90,72,Syria,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.56,0,0.56,1,0,162,0.56,162,81,0,0,0,-1,-1,-1,9
Omar Abdulaziz,34,Professional League,2015/2016,Midfielder,Al Faisaly,2147,986,1161,Saudi Arabia,24,11,13,0,0,0,1,0,1,0,0,7,2,5,29,13,16,4,0,0.04,0.04,0,0,0,0,1.22,74,89,537,2147,0.17,286,139,-1,23
Ifeanyi Victor Onyilov,28,Professional League,2015/2016,Forward,Al Faisaly,146,56,90,Nigeria,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.62,146,73,0,0,0,-1,-1,-1,22
Fernando Gabriel Vougado Ribeiro,30,Professional League,2015/2016,Midfielder,Al Faisaly,155,65,90,Brazil,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.58,155,78,0,0,0,-1,-1,-1,21
Salim Al Khebari,27,Professional League,2015/2016,Forward,Al Faisaly,94,21,73,Saudi Arabia,8,0,1,2,1,1,0,0,0,0,0,1,0,1,3,0,3,0,0,1.91,0,1.91,4.29,1.23,47,2.87,31,12,0,0,0,-1,-1,-1,6
Fahad Al Munaif,28,Professional League,2015/2016,Forward,Al Faisaly,237,158,79,Saudi Arabia,18,1,0,0,0,0,1,0,1,0,0,4,2,2,6,4,2,0,0,0.38,0.38,0,0,0,0,2.28,40,13,0,237,0,-1,-1,-1,20
Fahed Al Saqri,29,Professional League,2015/2016,Midfielder,Al Faisaly,1061,630,431,Saudi Arabia,22,6,3,4,3,1,0,0,0,0,0,5,1,4,17,10,7,3,0,0.34,0,0.34,0.43,0.21,265,1.44,62,48,354,0,0.25,37,266,-1,2
Ali Al Shoula,30,Professional League,2015/2016,Forward,Al Faisaly,1049,407,642,Saudi Arabia,21,4,8,0,0,0,1,1,0,0,0,5,1,4,18,7,11,1,0,0.09,0.09,0,0,0,0,1.54,58,50,1049,1049,0.09,265,100,-1,19
