full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Luis Gustavo Melere da Silva,27,Professional League,2017/2018,Midfielder,Al Faisaly,1594,800,794,Brazil,18,9,9,6,1,5,8,2,6,3,1,4,2,2,18,9,9,4,0,0.79,0.45,0.34,0.11,0.57,266,1.02,89,89,399,199,0.23,37,4,-1,2
Sultan Abdullah Al Ghanam,24,Professional League,2017/2018,Midfielder,Al Faisaly,1440,720,720,Saudi Arabia,16,8,8,0,0,0,2,2,0,0,0,5,2,3,15,8,7,2,0,0.13,0.13,0,0,0,0,0.94,96,90,720,720,0.13,123,79,-1,20
Mircea Ionuț Axente,31,Professional League,2017/2018,Forward,Al Faisaly,144,81,63,Romania,2,1,1,0,0,0,1,1,0,0,0,0,0,0,4,3,1,0,0,0.63,0.63,0,0,0,0,2.5,36,72,0,144,0,-1,-1,-1,19
Mohammed Yahya Majrashi,27,Professional League,2017/2018,Forward,Al Faisaly,798,299,499,Saudi Arabia,16,3,5,1,0,1,3,1,2,0,0,3,1,2,11,5,6,3,0,0.45,0.34,0.11,0,0.18,798,1.24,73,50,266,266,0.34,94,11,-1,9
Mansour Hamzi,26,Professional League,2017/2018,Forward,Al Faisaly,935,375,560,Saudi Arabia,16,4,6,2,2,0,1,0,1,0,0,4,2,2,13,6,7,0,0,0.29,0.1,0.19,0.48,0,468,1.25,72,58,0,935,0,64,96,-1,6
Sultan Madash,24,Professional League,2017/2018,Midfielder,Al Faisaly,215,78,137,Saudi Arabia,11,0,1,0,0,0,0,0,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0.84,108,20,0,0,0,-1,-1,-1,15
Saeed Awadh Al Yami,24,Professional League,2017/2018,Defender,Al Faisaly,896,360,536,Saudi Arabia,12,4,6,0,0,0,0,0,0,0,0,3,0,3,9,3,6,5,1,0,0,0,0,0,0,0.9,100,75,149,0,0.6,126,139,11,17
Mohammed Abusabaan,28,Professional League,2017/2018,Midfielder,Al Faisaly,1221,543,678,Saudi Arabia,16,6,8,5,4,1,0,0,0,0,0,3,1,2,15,6,9,3,0,0.37,0,0.37,0.66,0.13,244,1.11,81,76,407,0,0.22,31,136,-1,3
Hamed Al Mansour,25,Professional League,2017/2018,Midfielder,Al Faisaly,778,284,494,Saudi Arabia,12,3,5,0,0,0,0,0,0,0,0,4,1,3,10,3,7,1,0,0,0,0,0,0,0,1.16,78,65,778,0,0.12,124,134,-1,16
Waleed Abdullah Ali,32,Professional League,2017/2018,Goalkeeper,Al Nassr,1314,774,540,Saudi Arabia,15,9,6,0,0,0,0,0,0,0,0,4,2,2,16,9,7,2,0,0,0,0,0,0,0,1.1,82,88,657,0,0.14,135,133,22,17
Ahmad Walpi Aqqash,28,Professional League,2017/2018,Defender,Al Nassr,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,20
Khaled Ahmed Al Ghamdi,30,Professional League,2017/2018,Defender,Al Nassr,923,428,495,Saudi Arabia,11,5,5,0,0,0,0,0,0,0,0,2,0,2,12,7,5,3,0,0,0,0,0,0,0,1.17,77,84,308,0,0.29,144,132,32,26
Bruno Uvini Bortolanca,27,Professional League,2017/2018,Defender,Al Nassr,1620,720,900,Brazil,18,8,10,1,1,0,0,0,0,0,0,4,2,2,21,8,13,3,0,0.06,0,0.06,0.13,0,1620,1.17,77,90,540,0,0.17,113,131,31,8
Omar Ibrahim Omar Othman Hawsawi,33,Professional League,2017/2018,Defender,Al Nassr,1297,630,667,Saudi Arabia,15,7,8,0,0,0,0,0,0,0,0,3,2,1,16,7,9,1,1,0,0,0,0,0,0,1.11,81,86,649,0,0.14,164,130,25,25
Ahmed Mohammed Al Fraidi,30,Professional League,2017/2018,Midfielder,Al Nassr,457,126,331,Saudi Arabia,10,2,3,0,0,0,1,0,1,0,0,1,0,1,5,2,3,3,0,0.2,0.2,0,0,0,0,0.98,91,46,152,457,0.59,160,43,-1,24
Yehya Sulaiman Al Shehri,28,Professional League,2017/2018,Midfielder,Al Nassr,1332,618,714,Saudi Arabia,16,7,8,4,2,2,6,3,3,0,0,3,1,2,18,8,10,0,0,0.68,0.41,0.27,0.29,0.25,333,1.22,74,83,0,222,0,45,7,-1,4
Ibrahim Mohammed Ghaleb Jahshan,28,Professional League,2017/2018,Midfielder,Al Nassr,1262,684,578,Saudi Arabia,15,8,7,0,0,0,2,1,1,0,0,3,2,1,17,8,9,3,0,0.14,0.14,0,0,0,0,1.21,74,84,421,631,0.21,157,65,-1,23
Sami Khalil Al Naji,21,Professional League,2017/2018,Midfielder,Al Nassr,410,197,213,Saudi Arabia,8,2,3,0,0,0,0,0,0,0,0,1,0,1,6,3,3,0,0,0,0,0,0,0,0,1.32,68,51,0,0,0,146,174,-1,22
Fahad Bin Jumayah,23,Professional League,2017/2018,Midfielder,Al Nassr,312,143,169,Saudi Arabia,9,1,2,1,0,1,3,1,2,0,0,2,2,0,5,0,5,3,0,1.15,0.87,0.29,0,0.53,312,1.44,62,35,104,104,0.87,42,1,-1,9
Mohammad Ibrahim Al Sahlawi,31,Professional League,2017/2018,Forward,Al Nassr,1325,488,837,Saudi Arabia,17,6,9,8,3,5,3,0,3,4,0,4,2,2,17,6,11,0,0,0.75,0.2,0.54,0.55,0.54,166,1.15,78,78,0,442,0,14,44,-1,1
Hassan Al Raheb,35,Professional League,2017/2018,Forward,Al Nassr,145,114,31,Saudi Arabia,6,1,0,2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1.24,0,1.24,0.79,2.9,73,0.62,145,24,0,0,0,-1,-1,-1,6
Muteb Al-Mutlaq,20,Professional League,2017/2018,Defender,Al Nassr,234,98,136,Saudi Arabia,4,1,2,0,0,0,1,0,1,0,0,0,0,0,6,3,3,1,0,0.38,0.38,0,0,0,0,2.31,39,59,234,234,0.38,-1,-1,-1,21
Hussain Abdoh Al Shaian,29,Professional League,2017/2018,Goalkeeper,Al Nassr,396,36,360,Saudi Arabia,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1.36,66,79,0,0,0,155,161,53,27
Faisal Al Khara,24,Professional League,2017/2018,Defender,Al Taawon,326,249,77,Saudi Arabia,4,3,1,0,0,0,0,0,0,0,0,2,2,0,4,2,2,2,0,0,0,0,0,0,0,1.1,82,82,163,0,0.55,154,159,21,18
Rogerio De Assis Silva Coutinho,31,Professional League,2017/2018,Forward,Al Faisaly,1131,567,564,Brazil,16,7,7,4,1,3,4,2,2,0,0,5,2,3,14,6,8,1,0,0.64,0.32,0.32,0.16,0.48,283,1.11,81,71,1131,283,0.08,40,15,-1,4
Motaz Ali Hassan Hawsawi,26,Professional League,2017/2018,Defender,Al Ahli,1350,810,540,Saudi Arabia,15,9,6,2,0,2,1,1,0,0,0,4,4,0,16,7,9,2,0,0.2,0.07,0.13,0,0.33,675,1.07,84,90,675,1350,0.13,84,110,20,8
Saleh Mohammed Al Jamaan,25,Professional League,2017/2018,Forward,Al Ahli,380,304,76,Saudi Arabia,8,3,0,1,1,0,0,0,0,0,0,2,2,0,8,6,2,0,0,0.24,0,0.24,0.3,0,380,1.89,48,48,0,0,0,53,155,-1,10
Leonardo da Silva Souza,26,Professional League,2017/2018,Midfielder,Al Ahli,1061,436,625,Brazil,13,5,7,8,5,3,4,1,3,2,0,4,3,1,12,3,9,1,0,1.02,0.34,0.68,1.03,0.43,133,1.02,88,82,1061,265,0.08,5,9,-1,2
Abdullah Magrshi,21,Professional League,2017/2018,Midfielder,Al Ahli,160,128,32,Saudi Arabia,8,1,0,1,1,0,0,0,0,0,0,5,4,1,1,0,1,0,0,0.56,0,0.56,0.7,0,160,0.56,160,20,0,0,0,-1,-1,-1,9
Amiri Kurdi,27,Professional League,2017/2018,Defender,Al Ahli,280,17,263,Saudi Arabia,7,0,3,0,0,0,1,0,1,0,0,2,1,1,4,1,3,1,0,0.32,0.32,0,0,0,0,1.29,70,40,280,280,0.32,122,13,48,15
Ali Al Mazidi,33,Professional League,2017/2018,Goalkeeper,Al Fateh,1530,810,720,Saudi Arabia,17,9,8,0,0,0,0,0,0,0,1,6,3,3,20,12,8,2,0,0,0,0,0,0,0,1.18,77,90,765,0,0.12,145,176,33,17
Valdo Gonçalves Alhinho,29,Professional League,2017/2018,Midfielder,Al Batin,451,296,155,Portugal,11,3,1,0,0,0,0,0,0,0,0,3,2,1,6,3,3,3,0,0,0,0,0,0,0,1.2,75,41,150,0,0.6,147,125,-1,14
Mhana Al Enazi,34,Professional League,2017/2018,Midfielder,Al Batin,1530,720,810,Saudi Arabia,18,8,9,0,0,0,0,0,0,0,0,4,2,2,26,12,14,2,0,0,0,0,0,0,0,1.53,59,85,765,0,0.12,148,164,-1,13
Abdalmajeed Obaid,23,Professional League,2017/2018,Midfielder,Al Batin,276,54,222,Saudi Arabia,7,1,1,0,0,0,0,0,0,0,0,3,1,2,2,0,2,2,0,0,0,0,0,0,0,0.65,138,39,138,0,0.65,149,152,-1,12
Muhannad Shanqeeti,19,Professional League,2017/2018,Forward,Ohod,372,328,44,Saudi Arabia,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,2.18,41,74,0,0,0,150,154,-1,22
Sami Kassar,28,Professional League,2017/2018,Defender,Ohod,1338,858,480,Saudi Arabia,18,9,5,0,0,0,0,0,0,0,0,2,1,1,25,18,7,3,0,0,0,0,0,0,0,1.68,54,74,446,0,0.2,151,157,81,21
Leonardo Rodriguez Pereira,32,Professional League,2017/2018,Midfielder,Al Nassr,1307,640,667,Brazil,18,7,8,7,4,3,0,0,0,1,0,4,2,2,20,8,12,1,0,0.48,0,0.48,0.56,0.4,187,1.38,65,73,1307,0,0.07,21,158,-1,2
William Jebor,26,Professional League,2017/2018,Forward,Al Nassr,501,214,287,Liberia,11,2,2,3,1,2,0,0,0,0,0,1,0,1,6,3,3,0,0,0.54,0,0.54,0.42,0.63,167,1.08,84,46,0,0,0,13,163,-1,5
Awdh Khamis Faraj,30,Professional League,2017/2018,Midfielder,Al Nassr,527,248,279,Saudi Arabia,9,2,3,0,0,0,0,0,0,0,0,3,1,2,6,2,4,2,0,0,0,0,0,0,0,1.02,88,59,264,0,0.34,152,166,-1,19
Hossam El Sayed Ghaly,36,Professional League,2017/2018,Midfielder,Al Nassr,987,506,481,Egypt,12,6,6,0,0,0,0,0,0,0,0,2,1,1,14,6,8,4,0,0,0,0,0,0,0,1.28,71,82,247,0,0.36,153,167,-1,18
Saad Lagrou,26,Professional League,2017/2018,Defender,Al Nassr,1050,496,554,Morocco,13,6,6,0,0,0,1,0,1,0,0,2,1,1,14,6,8,3,0,0.09,0.09,0,0,0,0,1.2,75,81,350,1050,0.26,156,102,35,11
Saad Abdulameer Luaibi Al Zirjawi Al Dobjahawe,26,Professional League,2017/2018,Midfielder,Al Shabab,930,450,480,Iraq,14,4,6,1,1,0,1,1,0,0,0,0,0,0,17,8,9,3,0,0.19,0.1,0.1,0.2,0,930,1.65,55,66,310,930,0.29,98,97,-1,9
Jonatas Elias Belusso,30,Professional League,2017/2018,Forward,Al Shabab,262,262,0,Brazil,5,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0.34,0,0.34,0.34,0,262,1.37,66,52,0,0,0,-1,-1,-1,7
Nasser Ali Al Shamrani,34,Professional League,2017/2018,Forward,Al Shabab,1100,419,681,Saudi Arabia,16,5,8,7,1,6,2,2,0,1,1,2,0,2,18,9,9,0,0,0.74,0.16,0.57,0.21,0.79,157,1.47,61,69,0,550,0,10,60,-1,1
Hattan Babhir,26,Professional League,2017/2018,Midfielder,Al Shabab,797,329,468,Saudi Arabia,14,4,7,5,2,3,2,1,1,0,0,1,0,1,9,4,5,1,0,0.79,0.23,0.56,0.55,0.58,159,1.02,89,57,797,399,0.11,12,39,-1,3
Jumaan Ibrahim Al Dosari,31,Professional League,2017/2018,Defender,Al Shabab,195,180,15,Saudi Arabia,4,2,0,0,0,0,0,0,0,0,0,1,0,1,7,6,1,0,0,0,0,0,0,0,0,3.23,28,49,0,0,0,-1,-1,-1,16
Mansour Al-Najar,23,Professional League,2017/2018,Midfielder,Al Quadisiya,88,24,64,Saudi Arabia,5,0,1,0,0,0,0,0,0,0,0,2,1,1,3,1,2,1,0,0,0,0,0,0,0,3.07,29,18,88,0,1.02,-1,-1,-1,18
Ahmad Hassan Hassan Asiri,26,Professional League,2017/2018,Defender,Al Ittihad,360,90,270,Saudi Arabia,4,1,3,0,0,0,0,0,0,0,0,1,0,1,7,4,3,1,0,0,0,0,0,0,0,1.75,51,90,360,0,0.25,159,149,88,16
Carlos Andrés Villanueva Roland,32,Professional League,2017/2018,Midfielder,Al Ittihad,1437,630,807,Chile,16,7,9,2,1,1,7,0,7,0,0,2,1,1,20,9,11,0,0,0.56,0.44,0.13,0.14,0.11,719,1.25,72,90,0,205,0,85,5,-1,5
Ammar Siraj Y Al Najjar,21,Professional League,2017/2018,Midfielder,Al Ittihad,642,302,340,Saudi Arabia,11,4,4,1,1,0,0,0,0,0,0,1,1,0,10,4,6,2,0,0.14,0,0.14,0.3,0,642,1.4,64,58,321,0,0.28,78,126,-1,8
Ahmed Akaïchi,29,Professional League,2017/2018,Forward,Al Ittihad,1547,720,827,Tunisia,18,8,9,10,6,4,1,1,0,1,0,2,1,1,23,13,10,2,0,0.64,0.06,0.58,0.75,0.44,155,1.34,67,86,774,1547,0.12,9,122,-1,1
Rodrigo Javier Salinas,32,Professional League,2017/2018,Forward,Al Ittifaq,472,291,181,Argentina,7,4,3,2,1,1,0,0,0,1,0,0,0,0,10,6,4,0,0,0.38,0,0.38,0.31,0.5,236,1.91,47,67,0,0,0,30,127,-1,3
Abdulaziz Waseli,22,Professional League,2017/2018,Defender,Al Ittifaq,103,13,90,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.87,103,52,0,0,0,-1,-1,-1,21
Faisal Al Masrahi,25,Professional League,2017/2018,Goalkeeper,Al Quadisiya,1530,810,720,Saudi Arabia,17,9,8,0,0,0,0,0,0,0,0,3,2,1,25,13,12,2,0,0,0,0,0,0,0,1.47,61,90,765,0,0.12,161,129,66,8
Ryad Kamar Eddine Keniche,25,Professional League,2017/2018,Defender,Al Quadisiya,241,90,151,Algeria,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,1.49,60,80,241,0,0.37,-1,-1,-1,16
Mohammed Fatau,25,Professional League,2017/2018,Midfielder,Al Quadisiya,1511,810,701,Ghana,17,9,8,0,0,0,0,0,0,0,0,3,2,1,25,13,12,4,0,0,0,0,0,0,0,1.49,60,89,378,0,0.24,162,135,-1,15
Ibrahim Al Shuayl,23,Professional League,2017/2018,Defender,Al Quadisiya,450,445,5,Saudi Arabia,6,5,0,0,0,0,0,0,0,0,0,1,1,0,9,9,0,1,0,0,0,0,0,0,0,1.8,50,75,450,0,0.2,169,142,89,14
João Pedro Pereira dos Santos,25,Professional League,2017/2018,Forward,Al Fateh,1284,663,621,Brazil,15,8,7,7,2,5,0,0,0,0,0,5,3,2,17,9,8,1,1,0.49,0,0.49,0.27,0.72,183,1.19,76,86,642,0,0.14,20,143,-1,1
Abdulaziz Majrashi,27,Professional League,2017/2018,Forward,Al Fateh,711,389,322,Saudi Arabia,10,5,3,0,0,0,0,0,0,0,0,5,2,3,2,1,1,3,0,0,0,0,0,0,0,0.25,356,71,237,0,0.38,163,144,-1,19
Mahmoud Abdel Razek Fadlallah,32,Professional League,2017/2018,Midfielder,Al Raed,1251,569,682,Egypt,16,5,8,6,2,4,2,1,1,1,0,0,0,0,28,16,12,0,0,0.58,0.14,0.43,0.32,0.53,209,2.01,45,78,0,626,0,24,70,-1,2
Sager Otayf,28,Professional League,2017/2018,Forward,Al Raed,679,416,263,Saudi Arabia,15,4,3,5,1,4,1,1,0,1,0,1,1,0,17,10,7,3,0,0.8,0.13,0.66,0.22,1.37,136,2.25,40,45,226,679,0.4,7,77,-1,3
Abdulrahman Al Shammari,29,Professional League,2017/2018,Defender,Al Raed,173,118,55,Saudi Arabia,6,2,1,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1.56,58,29,0,0,0,-1,-1,-1,16
Luis Paulo,28,Professional League,2017/2018,Defender,Al Batin,1530,720,810,Paraguay,17,8,9,3,2,1,0,0,0,0,0,3,1,2,26,12,14,2,0,0.18,0,0.18,0.25,0.11,510,1.53,59,90,765,0,0.12,68,146,76,4
Jamaan Al Dosari,25,Professional League,2017/2018,Defender,Al Faisaly,540,360,180,Saudi Arabia,6,4,2,0,0,0,0,0,0,0,0,1,1,0,5,3,2,2,0,0,0,0,0,0,0,0.83,108,90,270,0,0.33,165,147,8,14
Tendai Ndoro,33,Professional League,2017/2018,Forward,Al Faisaly,123,68,55,Zimbabwe,4,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0.73,0,0.73,0,1.64,123,0.73,123,31,0,0,0,-1,-1,-1,10
Fahad Mohammed Hamad Al Yamani,28,Professional League,2017/2018,Midfielder,Al Faisaly,179,95,84,Saudi Arabia,10,1,0,0,0,0,0,0,0,0,0,3,2,1,3,1,2,1,0,0,0,0,0,0,0,1.51,60,18,179,0,0.5,-1,-1,-1,13
Islam Hassan Seraj,29,Professional League,2017/2018,Forward,Al Faisaly,942,426,516,Saudi Arabia,14,5,6,7,2,5,1,0,1,0,0,5,2,3,12,5,7,2,0,0.76,0.1,0.67,0.42,0.87,135,1.15,79,67,471,942,0.19,6,94,-1,1
Mohammed Qassem Al Nakhli,23,Professional League,2017/2018,Defender,Al Ittihad,361,134,227,Saudi Arabia,8,2,2,0,0,0,0,0,0,0,0,2,1,1,4,1,3,1,0,0,0,0,0,0,0,1,90,45,361,0,0.25,166,145,15,14
Ammar Al Daheem,25,Professional League,2017/2018,Defender,Al Ittihad,885,522,363,Saudi Arabia,11,6,4,0,0,0,0,0,0,0,0,2,1,1,14,9,5,3,0,0,0,0,0,0,0,1.42,63,80,295,0,0.31,167,141,60,13
Ziyad Al Sahafi,24,Professional League,2017/2018,Defender,Al Ittihad,657,270,387,Saudi Arabia,8,3,4,1,0,1,0,0,0,0,0,1,0,1,8,5,3,1,0,0.14,0,0.14,0,0.23,657,1.1,82,82,657,0,0.14,79,140,23,6
Fahad Al Shammari,37,Professional League,2017/2018,Goalkeeper,Al Feiha,630,270,360,Saudi Arabia,7,3,4,0,0,0,0,0,0,0,0,1,1,0,9,3,6,1,0,0,0,0,0,0,0,1.29,70,90,630,0,0.14,168,138,46,15
Mohammed Kareem Al Baqawi,23,Professional League,2017/2018,Defender,Al Feiha,1186,609,577,Saudi Arabia,14,7,7,0,0,0,0,0,0,0,0,2,1,1,17,9,8,3,0,0,0,0,0,0,0,1.29,70,85,395,0,0.23,158,150,47,14
Motaz Tombakti,24,Professional League,2017/2018,Midfielder,Al Feiha,307,171,136,Saudi Arabia,8,2,2,0,0,0,1,0,1,0,0,1,1,0,6,4,2,2,0,0.29,0.29,0,0,0,0,1.76,51,38,154,307,0.59,143,18,-1,13
Ahmed Bamsaud,22,Professional League,2017/2018,Defender,Al Feiha,220,97,123,Saudi Arabia,5,1,2,0,0,0,0,0,0,0,0,2,1,1,6,3,3,0,0,0,0,0,0,0,0,2.45,37,44,0,0,0,-1,-1,-1,12
Abdulrahman Aldawsari,21,Professional League,2017/2018,Midfielder,Al Taawon,426,98,328,Saudi Arabia,9,1,4,0,0,0,0,0,0,0,0,2,2,0,7,2,5,0,0,0,0,0,0,0,0,1.48,61,47,0,0,0,125,173,-1,19
Naif Ahmed Taib Hazazi,30,Professional League,2017/2018,Forward,Al Taawon,353,203,150,Saudi Arabia,9,3,1,2,1,1,0,0,0,1,1,2,2,0,1,1,0,3,0,0.51,0,0.51,0.44,0.6,177,0.25,353,39,118,0,0.76,16,171,-1,7
Abdulaziz Ali Al Bishi,24,Professional League,2017/2018,Midfielder,Al Taawon,482,174,308,Saudi Arabia,11,2,4,0,0,0,1,0,1,0,0,1,1,0,8,2,6,0,0,0.19,0.19,0,0,0,0,1.49,60,44,0,482,0,127,46,-1,21
Hasan Kadesh,26,Professional League,2017/2018,Defender,Al Hilal,224,224,0,Saudi Arabia,3,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0.8,112,75,224,0,0.4,-1,-1,-1,23
Ali Albulayhi,28,Professional League,2017/2018,Defender,Al Hilal,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,22
Faisal Darwish Faraj,27,Professional League,2017/2018,Midfielder,Al Hilal,467,343,124,Saudi Arabia,7,4,1,1,1,0,0,0,0,0,0,2,2,0,4,2,2,2,0,0.19,0,0.19,0.26,0,467,0.77,117,67,234,0,0.39,63,170,-1,10
Mohammed Kanoo,24,Professional League,2017/2018,Midfielder,Al Hilal,480,317,163,Saudi Arabia,10,2,2,0,0,0,1,0,1,0,0,5,2,3,2,2,0,0,0,0.19,0.19,0,0,0,0,0.38,240,48,0,480,0,128,45,-1,21
Gelmin Javier Rivas Boada,29,Professional League,2017/2018,Forward,Al Hilal,1163,717,446,Venezuela,17,7,5,6,3,3,2,2,0,0,0,6,3,3,9,6,3,0,0,0.62,0.15,0.46,0.38,0.61,194,0.7,129,68,0,582,0,22,64,-1,1
Majed Al Najrani,25,Professional League,2017/2018,Midfielder,Al Hilal,199,186,13,Saudi Arabia,5,2,0,0,0,0,2,2,0,0,0,3,2,1,1,1,0,1,0,0.9,0.9,0,0,0,0,0.45,199,40,199,100,0.45,-1,-1,-1,14
Muhammad Abdul Fallatah,22,Professional League,2017/2018,Midfielder,Al Hilal,247,76,171,Saudi Arabia,4,1,2,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.73,124,62,0,0,0,-1,-1,-1,15
Abdullah Al-Yahya,19,Professional League,2017/2018,Forward,Ohod,129,55,74,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.4,65,65,129,0,0.7,-1,-1,-1,19
Ayman Ftinei,23,Professional League,2017/2018,Midfielder,Ohod,642,326,316,Saudi Arabia,10,3,4,1,1,0,0,0,0,0,0,1,1,0,11,5,6,4,0,0.14,0,0.14,0.28,0,642,1.54,58,64,161,0,0.56,80,168,-1,7
Godfrey Oboabona Itama,28,Professional League,2017/2018,Defender,Al Ahli,709,331,378,Nigeria,9,4,5,0,0,0,0,0,0,0,0,1,1,0,7,2,5,3,0,0,0,0,0,0,0,0.89,101,79,236,0,0.38,129,160,10,14
Mohamed Fouzair,26,Professional League,2017/2018,Midfielder,Al Nassr,1360,607,753,Morocco,16,7,8,5,2,3,2,2,0,0,0,3,1,2,19,8,11,0,0,0.46,0.13,0.33,0.3,0.36,272,1.26,72,85,0,680,0,39,71,-1,3
Abdulaziz Al Jebreen,28,Professional League,2017/2018,Midfielder,Al Nassr,487,262,225,Saudi Arabia,8,3,3,1,1,0,0,0,0,0,0,3,2,1,6,2,4,2,0,0.18,0,0.18,0.34,0,487,1.11,81,61,244,0,0.37,66,153,-1,10
Abdullah Al Amri,21,Professional League,2017/2018,Defender,Al Nassr,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,16
Rayed Al Ghamdi,24,Professional League,2017/2018,Midfielder,Ohod,734,734,0,Saudi Arabia,10,8,0,2,2,0,0,0,0,0,0,1,1,0,13,13,0,0,0,0.25,0,0.25,0.25,0,367,1.59,56,73,0,0,0,48,156,-1,3
Ahmed Al Nazera,25,Professional League,2017/2018,Midfielder,Al Fateh,356,228,128,Saudi Arabia,10,2,1,0,0,0,1,1,0,0,0,3,1,2,4,0,4,0,0,0.25,0.25,0,0,0,0,1.01,89,36,0,356,0,130,28,-1,20
Omar Al Senien,23,Professional League,2017/2018,Midfielder,Al Ittifaq,184,94,90,Saudi Arabia,3,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0.98,92,61,184,0,0.49,-1,-1,-1,20
Hassan Algeed,20,Professional League,2017/2018,Midfielder,Al Shabab,66,0,66,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.73,33,66,0,0,0,-1,-1,-1,15
Mohammed Khubrani,25,Professional League,2017/2018,Defender,Al Quadisiya,878,428,450,Saudi Arabia,10,5,5,0,0,0,0,0,0,0,0,3,2,1,11,3,8,0,0,0,0,0,0,0,0,1.13,80,88,0,0,0,131,162,27,13
Mohammed Abdullah Mathnani,26,Professional League,2017/2018,Midfielder,Al Quadisiya,700,333,367,Tunisia,10,4,5,0,0,0,0,0,0,0,0,3,2,1,7,3,4,3,0,0,0,0,0,0,0,0.9,100,70,233,0,0.39,133,151,-1,12
Sultan Abdullah Al Deayea,25,Professional League,2017/2018,Defender,Al Faisaly,769,405,364,Saudi Arabia,12,4,4,0,0,0,0,0,0,0,0,4,2,2,8,4,4,3,0,0,0,0,0,0,0,0.94,96,64,256,0,0.35,134,165,13,12
Mohammed Amman Al Harbi,30,Professional League,2017/2018,Defender,Al Fateh,540,180,360,Saudi Arabia,7,2,4,1,0,1,0,0,0,0,0,2,1,1,9,3,6,1,0,0.17,0,0.17,0,0.25,540,1.5,60,77,540,0,0.17,69,169,72,6
Abdullah Mohammed Madu,25,Professional League,2017/2018,Defender,Al Nassr,475,180,295,Saudi Arabia,6,2,3,0,0,0,0,0,0,0,0,1,0,1,6,2,4,1,0,0,0,0,0,0,0,1.14,79,79,475,0,0.19,132,172,29,15
Mohammad Bander Al Shalhoub,37,Professional League,2017/2018,Midfielder,Al Hilal,170,78,92,Saudi Arabia,6,0,1,1,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0.53,0,0.53,0,0.98,170,0.53,170,28,0,0,0,-1,-1,-1,7
Mohammed Al Amri,26,Professional League,2017/2018,Defender,Al Raed,136,126,10,Saudi Arabia,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,2.65,34,34,136,0,0.66,-1,-1,-1,15
Abdullah Alkhaibari,22,Professional League,2017/2018,Midfielder,Al Shabab,827,180,647,Saudi Arabia,10,2,7,0,0,0,0,0,0,0,0,1,0,1,11,2,9,2,0,0,0,0,0,0,0,1.2,75,83,414,0,0.22,136,175,-1,14
Sultan Farhan,22,Professional League,2017/2018,Midfielder,Al Raed,764,456,308,Saudi Arabia,11,5,3,0,0,0,0,0,0,0,0,1,1,0,16,11,5,1,0,0,0,0,0,0,0,1.88,48,69,764,0,0.12,138,137,-1,14
